attendance,current_test_score,current_assignment_score,previous_test_score,previous_assignment_score,fees,gender,dropout_target
51,52,52,55,55,Paid,Male,Medium Risk
61,58,56,52,56,Paid,Male,Medium Risk
43,35,27,28,22,Paid,Male,High Risk
56,64,59,35,51,Paid,Female,Medium Risk
42,51,34,41,32,Unpaid,Female,High Risk
56,47,61,42,59,Unpaid,Male,Medium Risk
72,76,70,77,63,Unpaid,Female,Low Risk
44,39,36,35,38,Paid,Male,High Risk
75,68,77,56,56,Paid,Female,Low Risk
52,49,63,53,52,Paid,Female,Medium Risk
46,54,47,47,55,Paid,Female,Medium Risk
78,51,50,51,43,Paid,Female,Low Risk
35,33,37,39,33,Paid,Male,High Risk
66,41,52,39,59,Paid,Male,Low Risk
35,49,60,57,66,Unpaid,Female,High Risk
41,62,61,49,50,Paid,Female,Medium Risk
40,40,48,44,55,Paid,Female,High Risk
54,59,62,71,62,Paid,Female,Low Risk
65,57,47,54,63,Paid,Male,Low Risk
69,59,52,58,57,Paid,Male,Low Risk
43,52,42,53,44,Paid,Male,High Risk
71,63,42,56,54,Unpaid,Male,Medium Risk
27,46,46,33,26,Paid,Male,High Risk
49,42,53,48,61,Paid,Male,Medium Risk
64,42,49,35,60,Paid,Female,Medium Risk
62,39,53,48,61,Unpaid,Female,High Risk
56,42,42,53,58,Paid,Female,Medium Risk
60,50,64,61,60,Paid,Male,Low Risk
54,70,61,66,54,Unpaid,Female,Medium Risk
59,68,64,39,47,Unpaid,Male,High Risk
44,54,54,44,59,Paid,Male,Medium Risk
79,49,52,40,59,Paid,Male,Low Risk
56,45,41,59,45,Paid,Female,Medium Risk
62,52,53,45,64,Paid,Female,Medium Risk
53,51,56,44,58,Paid,Female,Medium Risk
69,55,61,47,33,Paid,Male,Low Risk
47,38,38,50,54,Unpaid,Female,High Risk
41,42,45,41,39,Unpaid,Male,High Risk
52,51,52,58,54,Unpaid,Male,High Risk
34,50,42,40,58,Paid,Male,High Risk
60,62,56,36,50,Paid,Female,Medium Risk
55,61,57,62,63,Unpaid,Female,Medium Risk
61,57,43,47,44,Paid,Female,Medium Risk
55,50,49,50,62,Paid,Female,Medium Risk
78,67,57,73,66,Paid,Male,Low Risk
85,84,86,77,64,Paid,Female,Low Risk
44,43,52,47,60,Paid,Female,Medium Risk
38,55,65,55,47,Paid,Female,Medium Risk
53,58,51,66,59,Paid,Male,Medium Risk
35,41,47,38,47,Paid,Female,High Risk
42,41,53,41,58,Paid,Male,Medium Risk
64,49,45,60,49,Paid,Male,Medium Risk
59,47,30,57,46,Paid,Female,Medium Risk
38,49,57,50,46,Paid,Female,Medium Risk
79,83,60,84,61,Paid,Female,Low Risk
43,33,42,23,38,Unpaid,Female,High Risk
59,42,41,32,35,Paid,Male,High Risk
65,50,28,45,36,Paid,Male,Medium Risk
39,41,37,35,43,Paid,Male,High Risk
67,66,60,70,71,Paid,Female,Low Risk
46,55,54,52,66,Unpaid,Female,High Risk
81,73,66,72,61,Unpaid,Female,Low Risk
42,42,41,41,52,Paid,Female,Medium Risk
48,62,50,58,43,Paid,Male,Medium Risk
56,60,50,51,50,Paid,Male,Medium Risk
41,28,39,37,46,Paid,Female,High Risk
68,67,68,57,37,Paid,Female,Low Risk
74,71,56,60,61,Paid,Male,Low Risk
93,68,51,68,42,Paid,Female,Low Risk
63,53,47,39,43,Paid,Female,Medium Risk
57,46,27,49,46,Paid,Male,High Risk
47,52,41,63,67,Paid,Male,Medium Risk
71,55,55,51,38,Paid,Female,Low Risk
57,58,72,44,54,Paid,Female,Medium Risk
62,41,55,46,49,Unpaid,Male,Medium Risk
59,46,37,41,38,Unpaid,Female,High Risk
73,52,38,46,36,Unpaid,Female,Medium Risk
57,59,60,63,67,Paid,Female,Medium Risk
71,63,58,61,65,Unpaid,Female,Medium Risk
63,56,48,49,54,Unpaid,Male,Medium Risk
58,52,54,47,50,Paid,Male,Low Risk
42,32,42,39,59,Paid,Male,High Risk
53,70,69,80,68,Paid,Female,Low Risk
55,53,42,40,29,Paid,Male,Medium Risk
57,61,50,57,55,Paid,Female,Medium Risk
56,57,36,49,46,Paid,Male,Medium Risk
39,21,27,29,29,Unpaid,Female,High Risk
69,51,33,54,39,Paid,Male,Medium Risk
51,38,62,46,64,Unpaid,Male,High Risk
26,53,59,66,66,Paid,Male,High Risk
52,43,33,34,44,Paid,Male,Medium Risk
57,71,48,66,45,Paid,Male,Low Risk
33,57,54,48,47,Paid,Female,High Risk
62,55,48,50,56,Paid,Male,Medium Risk
64,69,60,55,49,Paid,Female,Low Risk
68,65,64,57,70,Paid,Female,Low Risk
50,33,57,43,60,Unpaid,Female,High Risk
49,37,56,41,49,Paid,Female,Medium Risk
76,68,64,60,78,Paid,Female,Low Risk
43,40,51,35,44,Paid,Male,High Risk
53,51,61,47,66,Unpaid,Male,Medium Risk
65,45,46,45,51,Unpaid,Female,Medium Risk
39,40,55,44,50,Paid,Male,High Risk
45,46,48,56,58,Unpaid,Male,High Risk
54,57,50,60,59,Paid,Male,Medium Risk
44,53,56,54,63,Paid,Male,Medium Risk
55,61,52,74,67,Paid,Male,Low Risk
87,77,81,85,74,Paid,Female,Low Risk
73,73,70,62,78,Paid,Female,Low Risk
51,59,47,60,49,Unpaid,Female,High Risk
57,48,40,33,47,Paid,Male,Medium Risk
52,59,45,42,49,Paid,Female,Medium Risk
60,64,44,61,51,Paid,Male,Low Risk
59,59,49,67,51,Paid,Female,Medium Risk
73,56,42,47,55,Paid,Female,Low Risk
46,45,55,36,42,Paid,Male,High Risk
37,51,49,45,53,Paid,Male,Medium Risk
42,52,46,39,49,Paid,Male,Medium Risk
60,51,69,43,64,Paid,Female,Low Risk
41,37,40,37,35,Paid,Female,High Risk
70,65,71,61,61,Unpaid,Female,Low Risk
42,44,62,56,41,Paid,Male,High Risk
41,45,46,42,41,Paid,Female,High Risk
61,50,55,56,55,Unpaid,Male,Medium Risk
50,49,39,40,29,Paid,Male,Medium Risk
35,52,63,49,53,Paid,Female,High Risk
71,64,62,37,34,Paid,Female,Low Risk
18,22,23,21,18,Unpaid,Male,High Risk
75,65,50,61,58,Paid,Female,Low Risk
56,55,63,63,61,Unpaid,Male,Medium Risk
66,56,65,52,57,Paid,Female,Low Risk
62,65,71,66,78,Paid,Female,Low Risk
46,55,40,45,25,Paid,Female,Medium Risk
67,70,60,65,58,Paid,Female,Low Risk
60,58,72,63,84,Paid,Female,Low Risk
64,62,59,53,66,Paid,Female,Low Risk
76,46,55,41,46,Paid,Male,Low Risk
72,60,58,68,64,Paid,Female,Low Risk
53,52,52,43,54,Paid,Female,Medium Risk
66,56,54,58,56,Paid,Female,Low Risk
50,38,51,42,33,Paid,Male,High Risk
66,56,42,64,65,Unpaid,Female,Medium Risk
43,71,66,48,45,Paid,Female,Medium Risk
34,38,39,30,43,Paid,Male,High Risk
68,45,47,58,55,Paid,Male,Medium Risk
61,64,76,37,53,Paid,Female,Low Risk
32,48,53,50,57,Unpaid,Female,High Risk
47,53,54,41,57,Paid,Male,Medium Risk
63,39,55,38,54,Paid,Female,Low Risk
67,77,62,65,54,Paid,Female,Low Risk
86,74,62,69,67,Paid,Male,Low Risk
61,47,33,43,38,Paid,Male,Medium Risk
46,42,32,52,35,Paid,Male,High Risk
51,60,51,69,60,Paid,Female,Medium Risk
60,43,41,52,62,Paid,Male,Medium Risk
87,61,52,53,48,Paid,Female,Low Risk
55,43,30,55,34,Paid,Female,Medium Risk
68,65,59,61,58,Unpaid,Female,Medium Risk
59,56,54,53,61,Paid,Female,Medium Risk
60,48,57,36,39,Unpaid,Male,Medium Risk
39,53,54,31,34,Unpaid,Male,High Risk
73,73,53,54,43,Paid,Female,Low Risk
51,42,44,43,54,Unpaid,Male,High Risk
66,53,57,37,48,Paid,Female,Medium Risk
58,53,47,41,53,Paid,Male,Medium Risk
71,57,54,57,50,Unpaid,Female,Medium Risk
57,49,49,40,43,Paid,Male,Medium Risk
45,54,57,56,62,Unpaid,Female,Medium Risk
52,49,54,45,56,Paid,Male,High Risk
50,71,61,70,55,Unpaid,Male,Medium Risk
49,43,39,48,45,Paid,Male,Medium Risk
53,54,63,60,74,Paid,Male,Low Risk
44,55,43,55,65,Paid,Male,Medium Risk
60,65,64,59,57,Paid,Female,Low Risk
76,71,58,70,68,Paid,Female,Low Risk
65,50,51,41,31,Paid,Male,Medium Risk
86,56,48,50,55,Unpaid,Male,Low Risk
48,41,50,41,42,Paid,Female,High Risk
49,46,36,33,33,Unpaid,Female,High Risk
58,58,71,41,52,Unpaid,Male,Medium Risk
50,58,52,48,37,Unpaid,Female,High Risk
54,55,49,48,42,Paid,Female,Medium Risk
55,44,46,54,63,Paid,Male,Low Risk
56,48,40,49,50,Unpaid,Male,High Risk
58,59,63,47,64,Unpaid,Male,High Risk
70,61,52,65,66,Unpaid,Male,Medium Risk
69,69,59,43,41,Paid,Male,Low Risk
67,63,39,52,42,Paid,Female,Medium Risk
52,52,43,54,40,Paid,Female,Medium Risk
52,61,61,51,54,Paid,Female,Medium Risk
61,37,66,48,58,Paid,Female,Medium Risk
69,50,43,40,38,Paid,Male,Medium Risk
70,61,55,59,38,Paid,Male,Low Risk
67,52,33,42,29,Paid,Female,Medium Risk
70,69,55,71,60,Paid,Female,Low Risk
66,73,82,57,56,Unpaid,Female,Low Risk
67,46,57,49,49,Paid,Male,Medium Risk
14,25,26,23,43,Paid,Female,High Risk
46,55,56,49,65,Unpaid,Female,High Risk
69,57,45,51,51,Paid,Male,Low Risk
31,44,35,42,36,Paid,Male,High Risk
2,28,41,40,47,Unpaid,Male,High Risk
56,56,58,58,69,Paid,Female,Low Risk
51,55,58,63,60,Paid,Male,Medium Risk
65,55,45,34,35,Unpaid,Female,High Risk
34,44,56,44,45,Paid,Male,High Risk
64,54,64,50,72,Paid,Female,Low Risk
59,51,62,51,39,Unpaid,Female,Medium Risk
40,40,31,46,33,Unpaid,Male,High Risk
64,53,45,48,55,Unpaid,Female,Medium Risk
61,56,54,56,58,Unpaid,Female,Medium Risk
31,41,47,48,46,Unpaid,Male,High Risk
43,54,31,55,31,Unpaid,Female,High Risk
48,56,47,49,42,Paid,Female,Medium Risk
42,43,54,44,64,Paid,Male,Medium Risk
63,62,73,79,81,Unpaid,Female,Low Risk
49,53,44,46,51,Unpaid,Male,High Risk
57,33,51,28,43,Paid,Female,High Risk
47,65,63,62,54,Paid,Male,Low Risk
51,54,48,54,56,Paid,Male,Medium Risk
64,64,63,71,61,Paid,Male,Low Risk
93,86,92,85,86,Unpaid,Male,Low Risk
42,55,50,56,46,Paid,Female,High Risk
52,54,61,53,66,Paid,Female,Medium Risk
34,68,51,63,35,Unpaid,Female,High Risk
52,47,37,55,45,Paid,Female,Medium Risk
64,56,76,57,62,Unpaid,Female,Medium Risk
41,45,50,47,45,Paid,Female,High Risk
49,50,52,44,62,Paid,Male,Medium Risk
29,51,61,50,48,Paid,Male,High Risk
47,44,32,47,33,Paid,Female,High Risk
66,61,67,61,78,Paid,Female,Low Risk
70,65,47,68,45,Unpaid,Male,Low Risk
49,35,36,56,32,Paid,Female,High Risk
64,67,64,43,56,Paid,Female,Low Risk
88,59,43,70,63,Paid,Female,Low Risk
51,54,58,45,55,Unpaid,Female,Medium Risk
69,46,35,53,49,Paid,Male,Low Risk
74,63,49,51,44,Paid,Female,Low Risk
48,52,55,44,46,Unpaid,Male,High Risk
57,59,60,48,60,Paid,Female,Medium Risk
66,39,50,30,53,Unpaid,Male,Medium Risk
48,66,62,48,48,Paid,Male,Medium Risk
44,43,22,51,54,Unpaid,Female,High Risk
60,76,73,67,65,Unpaid,Male,Low Risk
68,71,62,63,55,Paid,Male,Low Risk
66,57,53,67,69,Paid,Female,Low Risk
75,55,46,32,44,Unpaid,Male,Medium Risk
43,34,35,43,58,Unpaid,Male,High Risk
69,62,53,67,62,Paid,Female,Low Risk
62,57,53,55,59,Paid,Female,Low Risk
70,50,45,53,39,Unpaid,Female,Medium Risk
82,68,69,64,61,Paid,Female,Low Risk
54,60,66,57,75,Paid,Male,Low Risk
76,76,64,70,60,Paid,Female,Low Risk
45,40,29,43,36,Paid,Female,High Risk
58,63,57,75,64,Paid,Female,Low Risk
52,43,48,53,62,Unpaid,Female,High Risk
55,75,72,88,81,Unpaid,Female,Low Risk
32,24,28,31,39,Paid,Male,High Risk
72,41,43,44,52,Paid,Male,Low Risk
67,53,46,53,65,Paid,Female,Low Risk
45,49,53,46,64,Paid,Female,High Risk
71,75,63,69,70,Paid,Male,Low Risk
55,52,35,55,48,Unpaid,Female,High Risk
40,67,50,67,57,Paid,Male,Medium Risk
63,69,73,53,75,Paid,Female,Low Risk
57,63,48,65,47,Paid,Male,Medium Risk
63,49,39,60,60,Paid,Female,Medium Risk
50,46,26,54,49,Paid,Female,High Risk
44,39,45,35,29,Paid,Male,High Risk
59,48,42,43,45,Unpaid,Male,Medium Risk
48,41,53,18,46,Unpaid,Female,High Risk
38,41,31,45,47,Unpaid,Female,High Risk
46,52,58,72,81,Paid,Female,Medium Risk
70,68,69,64,57,Unpaid,Female,Low Risk
28,41,54,29,44,Paid,Female,High Risk
34,64,59,47,43,Unpaid,Female,High Risk
67,68,61,58,62,Paid,Male,Low Risk
34,15,29,15,27,Paid,Female,High Risk
54,46,40,34,42,Paid,Male,Medium Risk
57,39,60,44,61,Paid,Female,Medium Risk
51,49,44,54,52,Paid,Female,Medium Risk
69,33,40,26,38,Unpaid,Female,High Risk
69,53,39,52,44,Paid,Male,Low Risk
36,50,51,50,40,Unpaid,Male,High Risk
50,49,55,45,53,Paid,Female,Medium Risk
63,94,66,70,52,Unpaid,Male,Low Risk
93,79,83,61,62,Unpaid,Female,Low Risk
68,58,69,62,68,Paid,Female,Low Risk
58,53,43,28,18,Paid,Male,Medium Risk
69,56,69,71,86,Paid,Female,Low Risk
90,84,63,83,57,Paid,Male,Low Risk
37,35,49,40,47,Paid,Male,High Risk
43,69,62,73,60,Paid,Male,Medium Risk
67,32,40,28,19,Paid,Female,Medium Risk
39,54,63,53,50,Unpaid,Female,High Risk
36,38,41,30,29,Unpaid,Male,High Risk
55,46,40,34,56,Paid,Female,Medium Risk
36,52,43,43,44,Paid,Female,High Risk
42,50,47,37,38,Unpaid,Male,High Risk
39,46,59,49,57,Paid,Male,Medium Risk
56,46,48,55,55,Paid,Female,Medium Risk
42,58,53,52,44,Paid,Female,Medium Risk
35,56,38,52,37,Paid,Male,Medium Risk
41,55,63,55,58,Paid,Female,Medium Risk
43,51,37,53,26,Paid,Male,Medium Risk
78,67,61,59,67,Paid,Male,Low Risk
45,53,60,50,50,Paid,Male,Medium Risk
49,36,41,61,54,Paid,Female,Medium Risk
65,62,62,74,93,Paid,Female,Low Risk
63,51,50,42,44,Paid,Female,Low Risk
61,55,48,52,42,Unpaid,Male,Medium Risk
45,49,43,49,48,Paid,Male,High Risk
67,42,49,45,42,Paid,Male,Low Risk
24,41,61,57,66,Unpaid,Male,High Risk
43,38,45,53,42,Paid,Female,Medium Risk
52,33,43,24,43,Paid,Male,High Risk
72,78,73,66,57,Paid,Male,Low Risk
55,48,43,41,51,Paid,Female,Medium Risk
29,57,68,66,79,Paid,Male,Medium Risk
50,46,44,58,64,Paid,Female,High Risk
35,50,46,44,50,Paid,Female,High Risk
30,47,53,44,44,Paid,Male,High Risk
33,60,71,43,54,Paid,Male,Medium Risk
52,50,58,35,46,Paid,Male,Medium Risk
56,57,49,50,48,Paid,Female,Low Risk
80,60,56,56,55,Paid,Female,Low Risk
74,76,59,67,65,Unpaid,Male,Low Risk
59,32,44,27,54,Paid,Male,Medium Risk
92,76,60,72,70,Unpaid,Male,Low Risk
68,77,76,75,68,Unpaid,Female,Low Risk
76,90,61,68,39,Unpaid,Male,Low Risk
68,54,47,60,49,Paid,Female,Low Risk
66,65,65,69,66,Paid,Male,Low Risk
37,49,61,48,62,Unpaid,Female,High Risk
65,48,50,25,56,Unpaid,Male,High Risk
63,46,51,47,67,Paid,Female,Medium Risk
50,68,69,58,64,Paid,Male,Medium Risk
47,46,50,33,39,Unpaid,Male,High Risk
72,70,55,55,66,Paid,Female,Low Risk
78,71,69,53,64,Unpaid,Male,Low Risk
44,42,57,45,52,Unpaid,Female,High Risk
54,48,50,43,44,Unpaid,Male,High Risk
45,51,47,36,46,Paid,Female,High Risk
56,71,72,75,73,Paid,Female,Low Risk
75,76,50,51,42,Paid,Male,Low Risk
67,61,47,58,45,Unpaid,Male,High Risk
44,62,64,60,65,Paid,Female,Medium Risk
53,46,52,54,64,Unpaid,Male,High Risk
66,64,52,52,53,Paid,Female,Low Risk
57,58,45,49,35,Unpaid,Male,Medium Risk
44,40,43,37,31,Unpaid,Female,High Risk
59,32,50,47,55,Unpaid,Male,High Risk
43,31,46,44,47,Paid,Male,High Risk
48,74,65,50,41,Unpaid,Female,Medium Risk
43,32,32,59,54,Paid,Female,High Risk
69,64,48,65,51,Paid,Male,Low Risk
62,61,69,74,64,Paid,Male,Low Risk
57,67,68,59,68,Paid,Male,Low Risk
63,60,54,75,64,Unpaid,Female,Medium Risk
52,48,44,57,44,Unpaid,Male,High Risk
61,56,53,52,51,Paid,Female,Medium Risk
52,58,65,58,65,Unpaid,Male,Medium Risk
41,41,41,39,37,Paid,Female,Medium Risk
64,48,45,50,55,Unpaid,Male,High Risk
68,67,49,73,49,Unpaid,Male,Low Risk
54,61,78,59,77,Paid,Female,Low Risk
53,56,59,53,61,Unpaid,Female,Medium Risk
65,47,35,67,59,Paid,Male,Medium Risk
50,42,28,34,26,Unpaid,Female,High Risk
69,70,61,77,59,Paid,Female,Low Risk
44,53,50,44,44,Unpaid,Female,High Risk
78,70,55,56,64,Paid,Female,Low Risk
56,49,41,36,42,Paid,Male,Medium Risk
50,28,45,21,34,Paid,Female,High Risk
34,35,27,45,41,Unpaid,Male,High Risk
45,41,51,45,46,Unpaid,Female,High Risk
29,47,48,61,61,Paid,Male,High Risk
41,33,27,33,43,Paid,Male,High Risk
56,54,51,57,45,Paid,Female,Medium Risk
58,58,71,61,66,Paid,Male,Low Risk
76,79,58,77,57,Paid,Female,Low Risk
40,45,54,44,37,Unpaid,Male,High Risk
52,44,43,48,47,Paid,Female,High Risk
83,73,64,68,54,Paid,Male,Low Risk
40,54,46,53,42,Paid,Male,Medium Risk
75,49,41,61,54,Paid,Male,Low Risk
77,65,42,35,53,Paid,Female,Low Risk
47,41,46,38,54,Paid,Female,High Risk
90,68,59,37,61,Paid,Male,Low Risk
55,41,37,50,32,Unpaid,Male,High Risk
41,38,35,32,45,Paid,Male,High Risk
64,66,56,37,64,Unpaid,Male,Medium Risk
33,53,49,49,52,Paid,Female,High Risk
35,52,43,50,47,Paid,Male,High Risk
62,58,50,63,62,Paid,Female,Low Risk
63,50,37,40,48,Paid,Male,Low Risk
45,53,43,52,37,Paid,Male,Medium Risk
50,50,61,46,60,Paid,Female,Medium Risk
75,45,38,34,32,Unpaid,Female,Medium Risk
53,78,64,85,59,Paid,Male,Low Risk
37,40,54,31,57,Unpaid,Female,High Risk
30,49,50,52,46,Paid,Male,High Risk
65,65,62,61,63,Paid,Male,Low Risk
28,33,34,39,55,Paid,Male,High Risk
51,53,59,49,66,Paid,Male,Medium Risk
35,47,60,51,74,Paid,Female,Medium Risk
76,63,61,58,44,Paid,Male,Low Risk
48,57,72,65,73,Paid,Male,Medium Risk
59,72,91,60,84,Paid,Male,Low Risk
67,67,71,61,63,Paid,Male,Low Risk
51,72,73,52,69,Unpaid,Female,Medium Risk
44,26,42,41,51,Unpaid,Male,High Risk
57,46,52,46,48,Paid,Male,Medium Risk
47,56,47,51,49,Unpaid,Male,High Risk
48,56,52,54,39,Paid,Male,Medium Risk
56,35,42,33,41,Paid,Female,High Risk
62,54,39,46,30,Unpaid,Male,High Risk
57,61,43,61,41,Paid,Female,Medium Risk
46,45,58,41,55,Paid,Male,Medium Risk
74,69,63,62,53,Unpaid,Male,Low Risk
63,58,57,57,53,Unpaid,Male,Medium Risk
97,78,62,61,58,Unpaid,Male,Low Risk
62,60,61,60,60,Paid,Female,Low Risk
57,58,57,65,76,Unpaid,Male,Medium Risk
59,53,59,48,50,Unpaid,Female,High Risk
46,44,42,58,53,Unpaid,Female,High Risk
68,57,65,45,70,Paid,Female,Low Risk
69,53,51,40,31,Paid,Female,Medium Risk
53,62,43,46,27,Paid,Male,Medium Risk
67,75,67,70,64,Paid,Male,Low Risk
50,54,49,52,56,Unpaid,Male,High Risk
72,50,43,41,38,Paid,Female,Medium Risk
56,59,58,51,53,Unpaid,Male,Medium Risk
42,57,45,58,48,Paid,Female,Medium Risk
29,54,56,47,40,Paid,Male,High Risk
70,47,43,45,54,Paid,Female,Medium Risk
63,56,63,50,46,Paid,Male,Low Risk
58,47,59,35,55,Paid,Male,Medium Risk
39,61,53,57,70,Paid,Male,Medium Risk
58,45,57,50,68,Unpaid,Female,Medium Risk
41,51,54,42,52,Paid,Male,Medium Risk
62,59,43,41,42,Paid,Female,Medium Risk
60,42,49,38,53,Paid,Female,Medium Risk
44,39,55,53,57,Paid,Female,High Risk
53,61,49,70,60,Paid,Male,Medium Risk
72,47,60,50,61,Paid,Female,Low Risk
47,52,44,57,62,Paid,Male,Medium Risk
73,74,78,77,69,Unpaid,Female,Low Risk
54,59,44,46,42,Paid,Female,Medium Risk
54,66,63,73,68,Paid,Female,Medium Risk
45,39,51,31,47,Unpaid,Female,High Risk
48,64,68,58,60,Paid,Female,Medium Risk
42,49,52,61,51,Paid,Male,Medium Risk
65,60,61,59,49,Paid,Female,Low Risk
49,43,38,32,33,Paid,Female,High Risk
43,60,59,62,60,Unpaid,Male,High Risk
44,60,45,47,50,Paid,Female,High Risk
43,45,21,40,40,Paid,Female,High Risk
51,40,34,27,41,Unpaid,Female,High Risk
43,56,63,54,44,Paid,Female,Medium Risk
66,52,50,59,51,Unpaid,Male,Medium Risk
77,72,52,64,57,Paid,Male,Low Risk
60,57,59,68,67,Paid,Female,Low Risk
50,48,57,41,55,Paid,Female,Medium Risk
32,41,39,48,59,Paid,Female,High Risk
61,58,64,47,58,Paid,Female,Low Risk
56,56,73,52,62,Paid,Female,Medium Risk
69,51,54,48,55,Paid,Female,Medium Risk
26,38,43,42,56,Paid,Male,High Risk
77,70,60,70,65,Paid,Male,Low Risk
69,68,67,49,34,Unpaid,Male,Medium Risk
69,50,55,42,52,Paid,Male,Low Risk
74,71,73,65,67,Unpaid,Female,Low Risk
44,37,31,36,31,Paid,Female,High Risk
42,53,58,46,57,Paid,Female,High Risk
34,34,34,30,36,Paid,Female,High Risk
59,58,48,45,34,Paid,Male,Medium Risk
58,67,60,55,59,Unpaid,Female,Medium Risk
62,56,52,60,54,Unpaid,Female,Medium Risk
17,48,43,63,46,Unpaid,Female,High Risk
64,70,74,66,62,Paid,Female,Low Risk
55,54,38,47,46,Unpaid,Female,High Risk
71,72,73,71,71,Paid,Male,Low Risk
36,24,25,26,28,Unpaid,Male,High Risk
39,42,45,23,33,Paid,Male,High Risk
61,64,64,67,68,Unpaid,Female,Medium Risk
60,80,85,78,81,Paid,Female,Low Risk
58,65,51,56,46,Paid,Male,Low Risk
45,44,49,59,64,Paid,Female,High Risk
36,47,50,51,42,Unpaid,Male,High Risk
53,56,43,53,45,Paid,Male,Medium Risk
45,36,49,35,42,Paid,Male,Medium Risk
82,77,86,64,72,Unpaid,Male,Low Risk
30,33,37,21,39,Paid,Male,High Risk
48,41,44,44,53,Paid,Female,High Risk
44,37,33,23,22,Unpaid,Male,High Risk
64,42,33,30,36,Unpaid,Female,High Risk
60,53,55,42,55,Paid,Male,Medium Risk
51,53,49,58,62,Paid,Female,Medium Risk
46,42,60,52,50,Unpaid,Male,High Risk
60,45,58,37,37,Paid,Male,Medium Risk
44,39,53,48,62,Paid,Female,High Risk
44,52,41,57,40,Unpaid,Male,High Risk
56,54,35,62,56,Unpaid,Male,Medium Risk
72,58,60,42,48,Paid,Female,Low Risk
69,67,77,55,68,Paid,Female,Low Risk
75,67,57,38,40,Unpaid,Male,Medium Risk
29,39,49,51,50,Unpaid,Male,High Risk
57,67,72,50,51,Paid,Male,Medium Risk
71,47,33,51,50,Unpaid,Male,Medium Risk
70,79,70,60,56,Paid,Female,Low Risk
32,19,34,15,26,Paid,Female,High Risk
51,38,55,26,46,Unpaid,Female,High Risk
57,58,48,57,47,Paid,Female,Low Risk
38,50,43,64,58,Unpaid,Female,High Risk
73,57,57,58,54,Paid,Female,Low Risk
61,63,58,59,59,Paid,Female,Low Risk
49,57,62,70,56,Unpaid,Female,Medium Risk
58,53,55,44,51,Paid,Female,Medium Risk
48,66,46,67,48,Paid,Female,Medium Risk
55,57,49,57,50,Paid,Male,Medium Risk
27,30,34,37,30,Paid,Male,High Risk
83,72,58,69,62,Paid,Male,Low Risk
40,29,40,35,30,Unpaid,Male,High Risk
49,62,82,78,87,Paid,Male,Low Risk
47,70,63,69,62,Paid,Male,Medium Risk
47,65,69,61,70,Paid,Male,Medium Risk
74,62,58,67,56,Paid,Male,Low Risk
63,55,65,58,60,Paid,Female,Medium Risk
61,65,58,69,54,Paid,Female,Low Risk
55,41,50,18,40,Paid,Female,Medium Risk
48,32,44,26,48,Paid,Male,High Risk
79,78,57,71,56,Paid,Female,Low Risk
44,62,64,49,49,Unpaid,Female,Medium Risk
50,54,37,52,45,Unpaid,Male,High Risk
83,67,54,60,45,Paid,Male,Low Risk
61,55,47,57,53,Unpaid,Female,Medium Risk
53,64,56,47,53,Paid,Female,Medium Risk
45,66,61,47,66,Paid,Female,Medium Risk
69,51,47,46,41,Paid,Male,Medium Risk
46,52,48,27,41,Paid,Female,Medium Risk
49,39,55,43,61,Paid,Male,Medium Risk
32,55,64,42,53,Paid,Female,Medium Risk
59,58,53,55,50,Unpaid,Female,Medium Risk
27,35,47,35,64,Paid,Male,High Risk
57,45,66,37,63,Unpaid,Male,Medium Risk
57,51,34,35,31,Paid,Female,Medium Risk
59,52,42,57,54,Paid,Male,Low Risk
42,42,44,44,41,Unpaid,Male,High Risk
59,49,53,41,40,Unpaid,Female,Medium Risk
69,75,63,68,59,Unpaid,Male,Low Risk
53,45,46,47,39,Unpaid,Female,High Risk
22,49,42,56,62,Paid,Female,High Risk
56,46,54,65,67,Paid,Male,Medium Risk
48,56,56,55,49,Paid,Male,Medium Risk
52,75,72,72,64,Paid,Male,Low Risk
31,33,27,49,37,Paid,Male,High Risk
18,27,50,39,52,Paid,Female,High Risk
52,40,45,34,39,Unpaid,Male,High Risk
35,64,48,58,32,Unpaid,Male,High Risk
59,47,58,49,58,Paid,Female,Low Risk
59,53,46,28,36,Paid,Male,High Risk
72,72,71,79,70,Paid,Female,Low Risk
50,48,40,41,52,Paid,Female,Medium Risk
79,56,61,66,59,Paid,Male,Low Risk
55,67,61,59,61,Unpaid,Female,Medium Risk
46,64,40,63,45,Paid,Male,Medium Risk
27,28,40,34,42,Unpaid,Female,High Risk
39,43,71,39,59,Paid,Female,Medium Risk
63,45,56,49,49,Paid,Female,Medium Risk
55,46,65,52,63,Paid,Female,Medium Risk
49,45,40,57,42,Paid,Female,Medium Risk
35,43,44,42,38,Paid,Female,High Risk
67,66,60,51,56,Paid,Female,Low Risk
26,45,50,41,65,Paid,Male,High Risk
49,53,61,46,55,Paid,Female,Medium Risk
50,63,60,69,68,Unpaid,Male,High Risk
73,66,73,54,71,Paid,Male,Low Risk
74,53,51,47,43,Paid,Female,Medium Risk
35,30,49,33,47,Paid,Male,High Risk
56,54,57,65,54,Paid,Male,Medium Risk
49,68,59,56,44,Paid,Male,Medium Risk
43,64,64,71,55,Paid,Male,High Risk
51,27,44,53,54,Paid,Female,Medium Risk
61,44,33,42,25,Paid,Female,Medium Risk
58,59,58,62,71,Paid,Female,Low Risk
43,55,57,51,53,Paid,Female,Medium Risk
